cohortId,cohortNameLong,logicDescription,recommendedReferentConceptIds,ohdsiForumPost,createdDate,modifiedDate
1016,Earliest event of Polyarticular juvenile idiopathic arthritis (JIA),"First occurrence of Polyarticular juvenile idiopathic arthritis (JIA)) indexed on diagnosis date, for the first time in history. Requiring that events occurred on or after January of 2016 and limited to patients with age less or equal to 16 years old. cohort exit is the end of continuous observation.",372328,,2023-09-20,2023-10-05
1017,"Earliest event of Neonatal Thrombocytopenia (NT), less than 1 year old","Earliest occurrence of Neonatal Thrombocytopenia indexed on diagnosis date, for the first time in history limited to patients less than 1 years old, cohort exit is the end of continuous observation",439777,https://forums.ohdsi.org/t/17856,2023-09-20,2023-09-20
1018,Earliest event of Warm Autoimmune Hemolytic Anemia (wAIHA),"Earliest occurrence of Warm Autoimmune Hemolytic Anemia (wAIHA) indexed on diagnosis date, for the first time in history cohort exit is the end of continuous observation","437264, 440069",,2023-09-20,2023-10-05
1019,"All events of Hemolytic Disease Fetus and Newborn (HDFN), RhD type, with a pregnancy episode","All events of Hemolytic Disease Fetus and Newborn (HDFN) indexed on diagnosis date, requiring a pregnancy episode that started any time prior index and pregnancy ends between 14 days pre to all time post index patients exit the cohort 270 days post index or on events signaling pregnancy end. Reoccurrence events are collapsed if the next event starts within 90 days of end of prior event.","444367, 4145627",,2023-09-20,2023-09-20
1020,"Earliest event of Major depressive disorder, with NO occurrence of certain psychiatric disorder","Earliest occurrence of major depressive disorder indexed on diagnosis date requiring no occurrence anytime prior including day 0 of Bipolar disorder, Schizoaffective, Schizophrenia not including paraphrenia, Dementia or Psychotic disorder cohort exit is the end of continuous observation.","441259, 4177600",,2023-09-20,2023-09-20
1021,"Earliest event of Myasthenia Gravis, inpatient, 2nd diagnosis or treatment, age gte 18","Earliest occurrence of myasthenia gravis (excluding congenital, juvenile, neonatal or genetic) indexed on diagnosis date requiring either a second diagnosis of myasthenia gravis within 365 days after the first diagnosis (index date) or a drug exposure to Pyridostigmine on or 60 days after the first diagnosis or that the first diagnosis occur in an inpatient setting cohort exit is the end of continuous observation. Limit to persons with age greater than or equal to 18 on entry.",4155911,,2023-09-20,2023-09-20
1022,Earliest event of Depressive and Sleep Disorder,Earliest occurrence of either 1) a depressive disorder diagnosis that is preceded by a sleep disorder diagnosis in the prior year 2) a sleep disorder diagnosis that is preceded by a depressive disorder diagnosis in the prior year cohort exit is the end of continuous observation.,"441259, 4307580",,2023-09-20,2023-09-20
1023,Earliest Event of Depressive Disorder with Suicidal Ideation or Attempt Prevalent,"Earliest occurrence of either 1) a depressive disorder diagnosis that is preceded by a suicidal ideation diagnosis or suicide observation in the prior year, or 2) a suicide ideation diagnosis that is preceded by a depressive disorder diagnosis in the prior year, or 3) a suicide attempt observation that is preceded by a depressive disorder diagnosis in the prior year cohort exit is the end of continuous observation.","438252, 4118793",,2023-09-20,2023-09-20
1024,Earliest Event of Depressive Disorder with Anhedonia,Earliest occurrence of either 1) a depressive disorder diagnosis that is preceded by an Anhedonia diagnosis in the prior year or 2) an anhedonia diagnosis that is preceded by a depressive disorder diagnosis in the prior year cohort exit is the end of continuous observation.,"137977, 435656",https://forums.ohdsi.org/t/17895,2023-09-20,2023-09-20
1025,First event of Attention-deficit hyperactivity (ADHD) disorder or procedure,"First occurrence of Attention-deficit hyperactivity disorder (ADHD) condition or related procedures, indexed on the earliest occurrence of ADHD condition, procedure or treatment (limited to drug exposure followed by a related condition or procedure), with 365d prior observation, exit at end of observation","40480225,4047120",,2023-09-20,2023-10-04
1026,Earliest Event of Multiple Sclerosis,Earliest occurrence of multiple sclerosis indexed on diagnosis date for the first time in persons history cohort exit is the end of continuous observation.,"135618, 4169287",https://forums.ohdsi.org/t/17895,2023-09-20,2023-09-20
1027,Earliest event of Chronic Leukocytic Leukemia,"Earliest event of Chronic Leukocytic Leukemia (not including Hairy cell, prolymphocytic leukemia, T cell, reticuloendotheliosis) for the first time in persons history, exit cohort at the end of continuous observation period.","133834, 133835, 45766714",,2023-09-20,2023-09-20
1028,Earliest event of Urothelial carcinoma,Earliest event of Urothelial Carcinoma indexed on diagnosis Indexed on Primary or malignant urothelial bladder cancer diagnosis cohort exit is the end of continuous observation.,134438,,2023-09-20,2023-09-20
1029,Earliest event of Mantle Cell Lymphoma,Earliest event of Urothelial Carcinoma indexed on diagnosis Indexed on Primary or malignant urothelial bladder cancer diagnosis cohort exit is the end of continuous observation.,4242574,,2023-09-20,2023-09-20
1030,"Earliest event of Prostate cancer, among adult males",Earliest event of Prostate cancer restricting age greater than or equal to 18 and males indexed on prostate cancer diagnosis cohort exit is the end of continuous observation.,137053,,2023-09-20,2023-09-20
1031,Earliest event of Coronary artery disease (CAD),Earliest event of Coronary Artery Disease for the first time in the persons history Indexed on coronary artery disease diagnosis (condition or observation) cohort exit is the end of continuous observation.,"4203600, 4239682, 4331304",,2023-09-20,2023-09-20
1032,"Earliest event of Type 2 Diabetes Mellitus (DM), with no type 1 or secondary DM","Earliest event of Type 2 Diabetes Mellitus (DM), indexed on diagnosis or Blood glucose lowering drugs excluding insulin or high Hemoglobin A1c (limited to treatments or measurement that are followed with Type 2 DM diagnosis within 365 days) excluding persons with Type 1 DM or secondary diabetes mellitus in the all time prior including index date",4027396,,2023-09-20,2023-09-20
1033,"Earliest event of Human Immunodeficiency Virus I (HIV), with treatment, lab or 2nd diagnosis","Earliest event of Human Immunodeficiency Virus I (HIV), with HIV drugs or laboratory results any time after index date or second diagnosis post index cohort exit is the end of continuous observation","4027396, 4117779",,2023-09-20,2023-10-04
1034,"All events of Respiratory syncytial virus infection, with 30 days washout","All events of Respiratory syncytial virus infection, with no such events in prior 30 days (washout). Persons exit the cohort at the start date + 30 day.",377889,,2023-09-20,2023-09-20
1035,New users of Thiazide diuretics,New users of Thiazide diuretics,,,2023-09-21,2023-09-21
1036,New users of Beta blockers,New users of Beta blockers,,,2023-09-21,2023-09-21
1037,New users of SGLT2 inhibitor,New users of SGLT2 inhibitor,,,2023-09-21,2023-09-21
1038,New users of GLP-1 receptor antagonists,New users of GLP-1 receptor antagonists,,,2023-09-21,2023-09-21
1039,New users of DPP-4 inhibitors,New users of DPP-4 inhibitors,,,2023-09-21,2023-09-21
1040,New users of Tumor Necrosis Factor alpha (TNFa) inhibitors,New users of Tumor Necrosis Factor alpha (TNFa) inhibitors,,,2023-09-21,2023-09-21
1041,New users of JAK inhibitors,New users of JAK inhibitors,,,2023-09-21,2023-09-21
1042,New users of IL-23 inhibitors,New users of IL-23 inhibitors,,,2023-09-21,2023-10-03
1043,New users of Fluoroquinolone systemic,New users of Fluoroquinolone systemic,,,2023-09-21,2023-09-21
1044,New users of Cephalosporin systemetic,New users of Cephalosporin systemetic,,,2023-09-21,2023-09-21
1045,New users of Trimethoprim systemetic,New users of Trimethoprim systemetic,,,2023-09-21,2023-09-21
1046,New users of Thiazide diuretics nested in essential hypertension,New users of Thiazide diuretics nested in essential hypertension,,,2023-09-21,2023-09-21
1047,New users of dihydropyridine calcium channel blockers nested in essential hypertension,New users of dihydropyridine calcium channel blockers nested in essential hypertension,,,2023-09-21,2023-09-21
1048,New users of dihydropyridine calcium channel blockers,New users of dihydropyridine calcium channel blockers,,,2023-09-21,2023-09-21
1049,New users of Beta blockers nested in essential hypertension,New users of Beta blockers nested in essential hypertension,,,2023-09-21,2023-09-21
1050,New users of Beta blockers nested in Left Heart Failure,New users of Beta blockers nested in Left Heart Failure,,,2023-09-21,2023-09-21
1051,New users of SGLT2 inhibitor nested in Left Heart Failure,New users of SGLT2 inhibitor nested in Left Heart Failure,,,2023-09-21,2023-09-21
1052,New users of Beta blockers nested in Acute Myocardial Infarction,New users of Beta blockers nested in Acute Myocardial Infarction,,,2023-09-21,2023-09-21
1053,New users of GLP-1 receptor antagonists nested in Type 2 diabetes mellitus,New users of GLP-1 receptor antagonists nested in Type 2 diabetes mellitus,,,2023-09-21,2023-09-21
1054,New users of SGLT2 inhibitor nested in Type 2 diabetes mellitus,New users of SGLT2 inhibitor nested in Type 2 diabetes mellitus,,,2023-09-21,2023-09-21
1055,New users of DPP-4 inhibitors nested in Type 2 diabetes mellitus,New users of DPP-4 inhibitors nested in Type 2 diabetes mellitus,,,2023-09-21,2023-09-21
1056,New users of GLP-1 receptor antagonists nested in obesity,New users of GLP-1 receptor antagonists nested in obesity,,,2023-09-21,2023-09-21
1057,New users of IL-23 inhibitors nested in Plaque psoriasis,New users of IL-23 inhibitors nested in Plaque psoriasis,,,2023-09-21,2023-10-03
1058,New users of Tumor Necrosis Factor alpha (TNFa) inhibitors nested in Plaque psoriasis,New users of Tumor Necrosis Factor alpha (TNFa) inhibitors nested in Plaque psoriasis,,,2023-09-21,2023-09-21
1059,New users of Tumor Necrosis Factor alpha (TNFa) inhibitors nested in Psoriatic Arthritis,New users of Tumor Necrosis Factor alpha (TNFa) inhibitors nested in Psoriatic Arthritis,,,2023-09-21,2023-09-21
1060,New users of Fluoroquinolone systemic nested in Urinary Tract Infection,New users of Fluoroquinolone systemic nested in Urinary Tract Infection,,,2023-09-21,2023-09-21
1061,New users of Cephalosporin systemetic nested in Urinary Tract Infection,New users of Cephalosporin systemetic nested in Urinary Tract Infection,,,2023-09-21,2023-09-21
1062,New users of Trimethoprim systemetic nested in Urinary Tract Infection,New users of Trimethoprim systemetic nested in Urinary Tract Infection,,,2023-09-21,2023-09-21
1063,New users of Fluoroquinolone systemic nested in Acute Typical Pneumonia,New users of Fluoroquinolone systemic nested in Acute Typical Pneumonia,,,2023-09-21,2023-09-21
1064,New users of Cephalosporin systemetic nested in Acute Typical Pneumonia,New users of Cephalosporin systemetic nested in Acute Typical Pneumonia,,,2023-09-21,2023-09-21
1065,New users of Trimethoprim systemetic nested in Acute Typical Pneumonia,New users of Trimethoprim systemetic nested in Acute Typical Pneumonia,,,2023-09-21,2023-09-21
1066,New users of Tumor Necrosis Factor alpha (TNFa) inhibitors nested in Rheumatoid arthritis,New users of Tumor Necrosis Factor alpha (TNFa) inhibitors nested in Rheumatoid arthritis,,,2023-09-21,2023-09-21
1067,New users of JAK inhibitors nested in Ulcerative colitis,New users of JAK inhibitors nested in Ulcerative colitis,,,2023-09-21,2023-09-21
1068,New users of Tumor Necrosis Factor alpha (TNFa) inhibitors nested in Ulcerative colitis,New users of Tumor Necrosis Factor alpha (TNFa) inhibitors nested in Ulcerative colitis,,,2023-09-21,2023-09-21
1069,New users of Tumor Necrosis Factor alpha (TNFa) inhibitors nested in Crohns disease,New users of Tumor Necrosis Factor alpha (TNFa) inhibitors nested in Crohns disease,,,2023-09-21,2023-09-21
1070,New users of JAK inhibitors nested in Rheumatoid arthritis,New users of JAK inhibitors nested in Rheumatoid arthritis,,,2023-09-21,2023-09-21
1071,persons at risk at start of year 2012-2022 with 365d prior observation,persons at risk at start of year 2012-2022 with 365d prior observation,,,2023-09-21,2023-10-02
1072,Cytomegalovirus CMV Anterior Uveitis,,436100,,2023-09-21,2023-10-18
1073,"Serious Infection, opportunistic infections and other infections of interest event","Incidence of Serious Infection, opportunistic infections and other infections of interest event.",81893,,2023-09-22,2023-09-22
1074,Serious Infection,Incidence of Serious Infection.,81893,,2023-09-22,2023-09-22
1075,Narcolepsy,Narcolepsy,,,2023-09-22,2023-09-22
1076,Anaphylaxis,Anaphylaxis,,,2023-09-22,2023-09-22
1077,Anaphylaxis v2,Anaphylaxis v2,,,2023-09-22,2023-10-09
1078,Bells Palsy,Bells Palsy,,,2023-09-22,2023-09-22
1079,Encephalomyelitis,Encephalomyelitis,,,2023-09-22,2023-09-22
1080,Guillain Barre Syndrome,Guillain Barre Syndrome,,,2023-09-22,2023-09-22
1081,Acute Myocardial Infarction including its complications,Acute Myocardial Infarction,,,2023-09-22,2023-09-25
1082,Myocarditis Pericarditis,Myocarditis Pericarditis,,,2023-09-22,2023-09-22
1083,Immune Thrombocytopenia (ITP),Immune Thrombocytopenia (ITP),,,2023-09-22,2023-09-22
1084,Disseminated Intravascular Coagulation,Disseminated Intravascular Coagulation,,,2023-09-22,2023-09-22
1085,Appendicitis,Appendicitis,,,2023-09-22,2023-09-22
1086,Transverse Myelitis,Transverse Myelitis,,,2023-09-22,2023-09-22
1087,Hemorrhagic Stroke,Hemorrhagic Stroke,,,2023-09-22,2023-09-22
1088,Deep Vein Thrombosis (DVT),Deep Vein Thrombosis (DVT),,,2023-09-22,2023-09-22
1089,Non-hemorrhagic Stroke,Non-hemorrhagic Stroke,,,2023-09-22,2023-09-22
1090,Pulmonary Embolism,Pulmonary Embolism,,,2023-09-22,2023-09-22
1091,Thrombosis with Thrombocytopenia (TWT),Thrombosis with Thrombocytopenia (TWT),,,2023-09-22,2023-09-22
1093,"Abdominal Aortic Aneurysm Repair, adults, inpt stay, no ED, post op new Afib","Non emergent (No ED visit) AAA repair (requiring inpatient stay) among adults, first occurrence Afib (any) that occurs 14d after index (date of surgery), no prior atrial fibrillation",,,2023-09-25,2024-01-05
1094,Lower Extremity Bypass - post op new Afib,"Non emergent (No ED visit) Lower Extremity Bypass (requiring inpatient stay) among adults, first occurrence Afib (any) that occurs 14d after index (date of surgery), no prior atrial fibrillation.",,,2023-09-25,2024-01-05
1095,"Carotid Endarterectomy, adults, inpt stay, no ED, post op new Afib","Non emergent (No ED visit) Carotid Endarterctomy (requiring inpatient stay) among adults, first occurrence Afib (any) that occurs 14d after index (date of surgery), no prior atrial fibrillation",,,2023-09-25,2024-01-05
1097,"Esophagectomy, adults, inpt stay, no ED, post op new Afib","Non emergent (No ED visit) Esophagectomy (requiring inpatient stay) among adults, first occurrence Afib (any) that occurs 14d after index (date of surgery), no prior atrial fibrillation",,,2023-09-25,2024-01-05
1098,"Pancreatectomy, adults, inpt stay, no ED, post op new Afib","Non emergent (No ED visit) Pancreatectomy (requiring inpatient stay) among adults, first occurrence Afib (any) that occurs 14d after index (date of surgery), no prior atrial fibrillation",,,2023-09-25,2024-01-05
1099,"Colectomy, adults, inpt stay, no ED, post op new Afib","Non emergent (No ED visit) Colectomy (requiring inpatient stay) among adults, first occurrence Afib (any) that occurs 14d after index (date of surgery), no prior atrial fibrillation",,,2023-09-25,2024-01-05
1100,"Cystectomy, adults, inpt stay, no ED, post op new Afib","Non emergent (No ED visit) Cystectomy (requiring inpatient stay) among adults, first occurrence Afib (any) that occurs 14d after index (date of surgery), no prior atrial fibrillation",,,2023-09-25,2024-01-05
1101,"Nephrectomy, adults, inpt stay, no ED, post op new Afib","Non emergent (No ED visit) Nephrectomy (requiring inpatient stay) among adults, first occurrence Afib (any) that occurs 14d after index (date of surgery), no prior atrial fibrillation",,,2023-09-25,2024-01-05
1102,"Coronary Artery Bypass Graft Surgery, adults, inpt stay, no ED, post op new Afib","Non emergent (No ED visit)CABG (requiring inpatient stay) among adults, first occurrence Afib (any) that occurs 14d after index (date of surgery), no prior atrial fibrillation",,,2023-09-25,2024-01-05
1103,"Cardiac Valve Surgery, adults, inpt stay, no ED, post op new Afib","Non emergent (No ED visit) Aortic Or Mitral Repair or Replacement (requiring inpatient stay) among adults, first occurrence Afib (any) that occurs 14d after index (date of surgery), no prior atrial fibrillation",,,2023-09-25,2024-01-05
1104,"RBC Transfusion (adult relevant, no auto 1yr clean window)",RBC transfusion with no prior transfusion,,,2023-09-25,2023-09-25
1105,Clostridium difficile - first episode,Clostridium difficile with no history of clostridium difficle,4307981,,2023-09-25,2023-10-04
1106,Non-Emergent Major Non Cardiac Surgery no prior Opioid,Persons having any of major non cardiac surgery,,,2023-09-25,2023-10-05
1150,"Emergency room visits (0Pe, 0Era)",All events of Emergency Room visits or Emergency room or inpatient visit. This cohort is deemed validated as it represents data convention and did not need to go thru peer review process,,,2023-10-04,2023-10-04
1151,Autism,,439776,,2023-10-05,2023-10-05
1152,Deep Vein Thrombosis DVT,"All events of Deep Vein Thrombosis (DVT), indexed on a condition occurrence of Deep Vein Thrombosis (DVT). Requiring a clean window of 30 days, cohort exit is 1 day after start date.",4133004,,2023-10-09,2023-10-09
1153,Seizure,First Seizure record in 42 days continues for 1 day,377091,,2023-10-09,2023-10-09
1154,Heart failure,First Heart failure continues until observation end,316139,,2023-10-09,2023-10-09
1155,Non-hemorrhagic Stroke,"All events of Ischemic (Non-hemorrhagic) Stroke, indexed on a condition occurrence of Ischemic (Non-hemorrhagic), limited to events with overlapping inpatient visit with no such events in prior 365 days (clean window). Persons exit the cohort at the start date + 1 day.",443454,,2023-10-09,2023-10-09
1156,Hemorrhagic stroke,"All events of Hemorrhagic stroke, indexed on a condition occurrence of Hemorrhagic stroke, limited to events with overlapping inpatient visit with no such events in prior 365 days (clean window). Persons exit the cohort at the start date + 1 day.",439847,,2023-10-09,2023-10-09
1157,peripheral vascular disease,First peripheral vascular disease continues until end of observation,321052,,2023-10-09,2023-10-09
1158,Aspirin,aspirin exposures w 0d prior obsv 30d gap,1112807,,2023-10-09,2023-10-09
1159,Angina,First Angina in 30 days continues for 1 days,77670,,2023-10-09,2023-10-09
1160,Atrial Fibrillation,First Atrial Fibrillation continues until end of observation,313217,,2023-10-09,2023-10-09
1161,Major depressive disorder with NO occurrence of certain psychiatric disorder,"Earliest occurrence of major depressive disorder indexed on diagnosis date requiring no occurrence anytime prior including day 0 of Bipolar disorder, Schizoaffective, Schizophrenia not including paraphrenia, Dementia or Psychotic disorder cohort exit is the end of continuous observation.",440383,,2023-10-09,2023-10-09
1162,Coronary artery disease (CAD),First coronary artery disease (CAD) continues until observation end,318443,,2023-10-09,2023-10-09
1163,Acute Kidney Injury,"All events of Acute Kidney Injury (AKI) indexed on a diagnosis of Acute kidney injury or a Dialysis procedure at a medicare certified esrd facility for acute kidney injury without esrd,. Applying a washout period of 30 days between observed events excluding events/patients with 1. a diagnosis of End-Stage Kidney Disease in the 365 days before AKI occurrence 2. patients receiving chronic dialysis defined as more than 3 recorded events of dialysis in 365 days before AKI occurrence 3. kidney Transplant any time prior . patients exit the cohort 7 days post index.",197320,,2023-10-09,2023-10-09
1164,Asthma,First Asthma continues until end of observation,317009,,2023-10-09,2023-10-09
1165,Alcoholism,First record of Alcoholism until observation end,4218106,,2023-10-09,2023-10-09
1166,Smoking,First Smoking condition or observtion or procedure record continues until end of observation,4209423,,2023-10-09,2023-10-09
1167,sleep apnea,First sleep apnea record continues until end of observation,313459,,2023-10-09,2023-10-09
1168,skin ulcer,First skin ulcer record in 365 days continues for 30 days,4262920,,2023-10-09,2023-10-09
1169,Chronic hepatitis,First Chronic hepatitis continues until end of observation,4212540,,2023-10-09,2023-10-09
1170,hyperlipidemia,First hyperlipidemia continues until end of observation,432867,,2023-10-09,2023-10-09
1171,hypothyroidism,First hypothyroidism continues until end of observation,140673,,2023-10-09,2023-10-09
1172,Heart valve disorder,First Heart valve disorder continues until end of observation,4281749,,2023-10-09,2023-10-09
1173,Low back pain,First Low back pain continues until end of observation,194133,,2023-10-09,2023-10-09
1174,neuropathy,First neuropathy continues until end of observation,4301699,,2023-10-09,2023-10-09
1175,Psychotic disorder,First Psychotic disorder continues until end of observation,436073,,2023-10-09,2023-10-09
1176,Sepsis,First Sepsis record in 180 days continues for 7 days,132797,,2023-10-09,2023-10-09
1177,Acute Respiratory failure,First Acute Respiratory failure record in 365 days continues for 14 days,319049,,2023-10-09,2023-10-09
1178,Gastroesophageal reflux disease,First Gastroesophageal reflux disease continues until observation end,318800,,2023-10-09,2023-10-09
1179,obesity,First obesity measurement or condition or observation continues until end of observation,433736,,2023-10-09,2023-10-09
1180,Inflammatory Bowel Disease,First Inflammatory Bowel Disease continues until end of observation,201606,,2023-10-09,2023-10-09
1181,STEROIDS,STEROIDS record with 60 day persistence,1551099,,2023-10-09,2023-10-09
1182,Opioids,Opioids with 30 day persistence,1174888,,2023-10-09,2023-10-09
1183,ANTIEPILEPTICS,ANTIEPILEPTICS exposure with 30 day persistence,797399,,2023-10-09,2023-10-09
1184,Osteoarthritis,First Osteoarthritis continues until end of observation,80180,,2023-10-09,2023-10-09
1185,Osteoporosis,First Osteoporosis continues until end of observation,80502,,2023-10-09,2023-10-09
1186,Urinary tract infectious,First Urinary tract infectious record in 30 days continues for 1 day,81902,,2023-10-09,2023-10-09
1187,acetaminophen exposure,acetaminophen exposure with 30 day persistence window,1125315,,2023-10-09,2023-10-09
1188,Anemia,Anemia record or measurement continues for 21 days unless normal measurement,4144746,,2023-10-09,2023-10-09
1189,Anxiety,First Anxiety continues until end of observation,441542,,2023-10-09,2023-10-09
1190,HORMONAL CONTRACEPTIVES,HORMONAL CONTRACEPTIVES with 30 day persistence window,21602473,,2023-10-09,2023-10-09
1191,Chronic kidney disease or end stage renal disease,First chronic kidney disease or end stage renal disease continues until observation end,46271022,,2023-10-09,2023-10-09
1192,Chronic obstructive pulmonary disease (COPD),First chronic obstructive pulmonary disease (COPD) continues until observation end,255573,,2023-10-09,2023-10-09
1193,Type 1 diabetes and no prior specific nonT1DM diabetes,Earliest Type 1 diabetes with no prior type 2 or secondary diabetes continues until end of observation.,201254,,2023-10-09,2023-10-09
1194,Type 2 Diabetes Mellitus with no type 1 or secondary DM,Earliest Type 2 diabetes with no prior type 1 or secondary diabetes continues until end of observation.,201820,,2023-10-09,2023-10-09
1195,Dyspnea,All events of Dyspnea with no Dyspnea in prior 30 days,312437,,2023-10-09,2023-10-09
1196,Edema,All events of Edema with no Edemain prior 30 days and cohort ends 3 days after index.,433595,,2023-10-09,2023-10-09
1197,Acute gastrointestinal bleeding,First gastrointestinal bleed in 45 days continues for 7 days,192671,,2023-10-09,2023-10-09
1198,Hypertension,First Hypertension continues until end of observation,316866,,2023-10-09,2023-10-09
1199,Pneumonia,First Pneumonia record in 180 days continues until for 30 days,255848,,2023-10-09,2023-10-09
1200,Rheumatoid Arthritis,First Rheumatoid Arthritis record continues until end of observation,80809,,2023-10-09,2023-10-09
1201,Antibiotics Aminoglycosides,any Antibiotics Aminoglycosides with 30 day persistence,915981,,2023-10-09,2023-10-09
1202,Antibiotics Carbapenems,any Antibiotics Carbapenems with 30 day persistence,1709170,,2023-10-09,2023-10-09
1203,Antibiotics Cephalosporins,any Antibiotics Cephalosporins with 30 day persistence,1786621,,2023-10-09,2023-10-09
1204,Antibiotics Fluoroquinolones,any Antibiotics Fluoroquinolones with 30 day persistence,1797513,,2023-10-09,2023-10-09
1205,Antibiotics Glycopeptides and lipoglycopeptides,any Antibiotics Glycopeptides and lipoglycopeptides with 30 day persistence,1707687,,2023-10-09,2023-10-09
1206,Antibiotics Macrolides,any Antibiotics Macrolides with 30 day persistence,1734104,,2023-10-09,2023-10-09
1207,Antibiotics Monobactams,any Antibiotics Monobactams with 30 day persistence,1715117,,2023-10-09,2023-10-09
1208,Antibiotics Oxazolidinones,any Antibiotics Oxazolidinones with 30 day persistence,1736887,,2023-10-09,2023-10-09
1209,Antibiotics Penicillins,any Antibiotics Penicillins with 30 day persistence,1713332,,2023-10-09,2023-10-09
1210,Antibiotics Polypeptides,any Antibiotics Polypeptides with 30 day persistence,948582,,2023-10-09,2023-10-09
1211,Antibiotics Rifamycins,any Antibiotics Rifamycins with 30 day persistence,1735947,,2023-10-09,2023-10-09
1212,Antibiotics Sulfonamides,any Antibiotics Sulfonamides with 30 day persistence,1836430,,2023-10-09,2023-10-09
1213,Antibiotics Streptogramins,any Antibiotics Streptogramins with 30 day persistence,1789517,,2023-10-09,2023-10-09
1214,Antibiotics Tetracyclines,any Antibiotics Tetracyclines with 30 day persistence,1738521,,2023-10-09,2023-10-09
1215,Any cancer (excl. prostate cancer and benign cancer),First cancer (excluding prostate and benign) continues until end of observation,438112,,2023-10-09,2023-10-09
1217,Platinum based chemotherapy regimens,Events of platinum based chemotherapy with 60 days of surveillance because most cycles of every 4 weeks,,,2023-10-09,2023-11-30
1219,Hyperlipidemia,Earliest event of hyperlipidemia,432867,,2023-10-16,2023-11-29
1220,Hypoparathyroidism,Earliest event of hypoparathyroidism,140362,,2023-10-16,2023-10-16
1221,Osteoporosis,Earliest event of Osteoporosis,80502,,2023-10-16,2023-10-16
1222,Viral Hepatitis A,Earliest event of Viral Hepatitis A,4223947,,2023-10-16,2023-10-16
1223,Birdshot chorioretinitis,,436100,,2023-10-17,2023-10-17
1224,CMV Anterior Uveitis sensitivite,,436100,,2023-10-18,2023-10-19
1225,VZV Anterior Uveitis (SUN),,436100,,2023-10-19,2023-10-19
1226,VZV Anterior Uveitis (SUN) sensitive,,436100,,2023-10-19,2023-10-19
1227,HSV Anterior Uveitis (SUN),,436100,,2023-10-19,2023-10-19
1228,HSV Anterior Uveitis (SUN) sensitive,,436100,,2023-10-19,2023-10-19
1229,Behcet Uveitis (SUN),,436100,,2023-10-19,2023-10-19
1231,Sickle Cell Crisis,First occurrence of Sickle Cell Crisis,4216915,,2023-10-19,2023-10-19
1244,Non Platinum chemotherapy regimen,Events of non platinum based chemotherapy with 60 days of surveillance because most cycles of every 4 weeks,,,2023-11-30,2023-11-30
1261,Acute Typical Pneumonia,Acute Typical Pneumonia,"255848, 4318404",,2024-01-05,2024-01-05
1262,Asthma or Chronic obstructive pulmonary disease (COPD),Asthma or Chronic obstructive pulmonary disease (COPD),"255573, 317009",,2024-01-05,2024-01-05
1263,Chronic obstructive pulmonary disease (COPD) without asthma,Chronic obstructive pulmonary disease (COPD) without asthma,255573,,2024-01-05,2024-01-05
1264,Pneumonitis and lung infections,Pneumonitis and lung infections,"253506, 255848",,2024-01-05,2024-01-05
1265,Pulmonary hypertension associated with lung diseases and/or hypoxia (WHO Group 3),Pulmonary hypertension associated with lung diseases and or hypoxia (WHO Group 3),4322024,,2024-01-05,2024-01-05
1266,Non-small cell lung cancer (NSCLC),Non-small cell lung cancer (NSCLC) for first time using ICD0,"439676, 37311061",,2024-01-05,2024-01-05
1267,Lung cancer,Lung cancer using ICD0,"439676, 37311061",,2024-01-05,2024-01-05
1268,"Lung Resection, adults, inpt stay, no ED, post op new Afib",Lung Resection - post op new Afib (any),,,2024-01-05,2024-01-05
1269,Pulmonary fibrosis,Pulmonary fibrosis,4197819,,2024-01-05,2024-01-05
1270,Bladder cancer including history,History of Bladder cancer,197508,,2024-01-05,2024-01-05
1271,Chronic obstructive pulmonary disease (COPD),Chronic obstructive pulmonary disease (COPD),255573,,2024-01-05,2024-01-05
1272,Chronic Interstitial lung disease (ILD) not including Acute Respiratory Distress Syndrome,Chronic Interstitial lung disease (ILD),4119786,,2024-01-05,2024-01-05
1273,Lung Nodule,Lung Nodule,37206719,,2024-01-05,2024-01-05
1274,Lung Nodule - solitary,Lung Nodule - solitary,"37206719,4142875",,2024-01-05,2024-01-05
1275,Lung Nodule - multiple,Lung Nodule - multiple,"37206719,40482871",,2024-01-05,2024-01-05
1276,"Lung Mass (not acute, necrotic, atlectatic, abscess, fibrosis)","Lung Mass (not acute, necrotic, atlectatic, abscess, fibrosis)",37206719,,2024-01-05,2024-01-05
1277,"Lung Lesion that is not acute, necrotic, atlectatic, abscess, fibrosis","Lung Lesion (not acute, necrotic, atlectatic, abscess, fibrosis)","4116778,37206719",,2024-01-05,2024-01-05
1278,"Stage 3 Non Small Cell Lung Cancer (NSCLC), indexed on lung abnormaility with no evidence of SCLC and had follow-up for NSCLC",Non Small Cell Lung Cancer (Stage 3),"37206719,4311499",,2024-01-05,2024-01-05
1279,"Non Small Cell Lung Cancer (NSCLC), indexed on lung abnormaility with no evidence of SCLC and had follow-up for NSCLC",Non Small Cell Lung Cancer,"37206719,4311499",,2024-01-05,2024-01-05
1280,Small Cell Lung Cancer,Small Cell Lung Cancer,37206719,,2024-01-05,2024-01-05
1281,"Primary Lung Cancer, indexed on lung abnormaility",Primary Lung Cancer,"37206719,4311499",,2024-01-05,2024-01-05
1282,Hoarseness,Hoarseness,"312437, 4041664",,2024-01-05,2024-01-05
1283,Bone Pain,Bone Pain,4129418,,2024-01-05,2024-01-05
